时间,车流量,温度,湿度,气压,道路拥堵指数,车速(m/s)
2023/3/15 3:00,3470,13.7413353,55.33987715,100.9706417,0.534230073,28
2023/3/15 3:15,3469,6.605905113,53.21675663,101.0924786,0.386885148,30
2023/3/15 3:30,3364,11.86331919,36.60761672,101.7467315,0.585528531,27
2023/3/15 3:45,3021,11.90261513,53.28989202,102.529647,0.459717064,27
2023/3/15 4:00,2829,20.064278,37.2589213,101.8067234,0.528395829,27
2023/3/15 4:15,3100,10.6270138,48.98718412,101.9548866,0.476494933,27
2023/3/15 4:30,2848,24.81395561,52.53122967,101.4161867,0.530444725,26
2023/3/15 4:45,2766,18.17547439,42.08393824,101.0117781,0.650205937,26
2023/3/15 5:00,3005,13.84354401,63.35864031,100.9714243,0.628593147,25
2023/3/15 5:15,2672,25.47412849,42.7808392,100.3778004,0.48323571,26
2023/3/15 5:30,1538,17.09659737,53.35157114,100.6675463,0.431225439,28
2023/3/15 5:45,2736,7.300078943,56.9209625,100.8763264,0.473035961,26
2023/3/15 6:00,2224,15.09495967,54.16329658,101.3564361,0.483254951,25
2023/3/15 6:15,1798,20.32169622,53.36215945,100.7625542,0.47411861,25
2023/3/15 6:30,1853,22.43131487,51.69623811,101.360221,0.3637222,25
2023/3/15 6:45,3360,9.156741957,44.38183215,101.0966776,0.518267571,26
2023/3/15 7:00,3389,9.378109897,55.33396101,101.909462,0.47749153,26
2023/3/15 7:15,1718,16.74455448,48.68442222,100.5568701,0.369000651,26
2023/3/15 7:30,3189,27.85011007,58.11202457,101.1688376,0.688556789,34
2023/3/15 7:45,2729,20.23844482,60.98806619,100.829112,0.588816949,34
2023/3/15 8:00,2973,7.549805727,44.94652787,100.9840675,0.434505337,35
2023/3/15 8:15,2918,20.73665526,70.13150757,100.7781389,0.586700205,33
2023/3/15 8:30,2120,11.36826444,55.29922291,100.3101867,0.371737551,29
2023/3/15 8:45,2629,28.11284289,49.04505759,101.2687726,0.508969795,25
2023/3/15 9:00,2099,16.17049375,38.39467663,101.4287717,0.520814608,25
2023/3/15 9:15,3475,13.35807134,59.70193865,101.1588295,0.442225999,24
2023/3/15 9:30,1868,13.76762385,58.38346146,100.9047714,0.437346907,24
2023/3/15 9:45,2279,18.93916664,62.9774859,100.5902073,0.433650156,24
2023/3/15 10:00,2320,12.45110973,44.25997096,99.70496509,0.520079897,25
2023/3/15 10:15,2674,13.85954414,58.32608001,101.5443494,0.507498717,24
2023/3/15 10:30,3496,17.81183777,44.54913901,101.647714,0.387940368,24
2023/3/15 10:45,2119,20.16707187,54.515565,101.3487768,0.581268449,24
2023/3/15 11:00,1523,10.231361,46.37218146,100.626512,0.500072578,24
2023/3/15 11:15,3052,18.02374456,42.97211016,101.9948905,0.613939236,24
2023/3/15 11:30,2134,17.30322494,50.22995329,101.6370764,0.528995689,24
2023/3/15 11:45,2978,11.65847137,42.42962837,101.1052139,0.2900624,23
2023/3/15 12:00,1804,7.218113644,55.96384226,101.5686877,0.599271891,23
2023/3/15 12:15,1988,20.77792806,55.48227187,100.8029721,0.487085635,24
2023/3/15 12:30,2860,8.299340665,59.26595632,101.1233582,0.439620544,24
2023/3/15 12:45,1829,12.01216453,44.06620284,101.7936835,0.412775877,24
2023/3/15 13:00,3395,16.1874706,47.1887014,101.3015392,0.364987521,24
2023/3/15 13:15,2402,14.99757954,35.79197451,101.6536773,0.412555799,24
2023/3/15 13:30,1776,13.81516188,50.07526297,101.5513347,0.324586768,24
2023/3/15 13:45,2510,14.87474294,48.19473033,101.5892261,0.59084883,24
2023/3/15 14:00,2582,16.67035412,72.7527016,101.8244126,0.294866247,24
2023/3/15 14:15,2721,23.30513327,41.5174641,101.4361526,0.50730346,24
2023/3/15 14:30,1517,25.50100251,49.3494528,101.5297303,0.450962459,23
2023/3/15 14:45,2219,18.91714231,62.25086397,100.4219866,0.569890501,22
2023/3/15 15:00,2385,20.45782319,45.97912034,100.3958687,0.376603483,22
2023/3/15 15:15,2462,16.67262315,33.56714426,101.9117543,0.452442863,23
2023/3/15 15:30,2325,12.00633838,52.5486457,100.9077418,0.379417567,23
2023/3/15 15:45,3349,16.04660706,51.75573154,101.8416856,0.621963923,23
2023/3/15 16:00,1660,19.40748961,57.96963192,100.4364022,0.460932544,22
2023/3/15 16:15,2654,23.63173857,63.83342566,100.9029061,0.52997609,22
2023/3/15 16:30,1599,13.37678897,46.86198443,99.98290265,0.660227577,22
2023/3/15 16:45,3299,19.76211168,46.49445386,101.7924764,0.519043073,22
2023/3/15 17:00,2809,14.12392226,37.91771587,101.8569846,0.442005386,22
2023/3/15 17:15,2098,4.344610485,50.57966022,101.4367196,0.47470867,21
2023/3/15 17:30,2365,8.029795976,53.66707945,100.4648126,0.509898471,22
2023/3/15 17:45,3452,21.33760929,47.7500685,99.69362645,0.417452831,22
2023/3/15 18:00,2195,13.03684999,70.74141038,100.9947359,0.546519873,22
2023/3/15 18:15,3303,11.14011255,45.00215325,101.431253,0.582880612,23
2023/3/15 18:30,1688,17.36947953,66.60135006,101.3718879,0.428258395,22
2023/3/15 18:45,2583,15.92483726,52.32811982,102.0085992,0.426613382,22
2023/3/15 19:00,1668,16.25883727,50.52897523,101.1038539,0.365377904,23
2023/3/15 19:15,1972,10.54196704,66.07929174,101.8476429,0.497767583,23
2023/3/15 19:30,3209,6.949878309,68.56596892,101.1658375,0.578258955,23
2023/3/15 19:45,2251,17.40494101,46.12385405,101.0082969,0.533470385,22
2023/3/15 20:00,1930,8.76755519,56.25148275,100.4771273,0.551514972,22
2023/3/15 20:15,1859,18.7802464,41.71530921,102.0421393,0.442206499,22
2023/3/15 20:30,2408,0.370374992,33.76044243,100.342935,0.594723837,22
2023/3/15 20:45,1959,16.39822098,67.88237084,101.4339125,0.378407231,22
2023/3/15 21:00,2962,13.51907359,55.99999572,100.5619933,0.583312316,22
2023/3/15 21:15,2823,19.82503577,52.57041686,102.2831783,0.603548199,22
2023/3/15 21:30,3202,17.10076419,49.93054548,101.3313811,0.659219945,22
2023/3/15 21:45,3406,19.82580325,58.30195669,102.0879673,0.583037172,22
2023/3/15 22:00,1968,12.31778098,46.87145857,101.8982029,0.500734984,22
2023/3/15 22:15,2756,13.02496788,49.20107219,101.2068328,0.513921944,21
2023/3/15 22:30,3221,16.09974187,49.52773911,101.3057355,0.648730213,21
2023/3/15 22:45,2131,13.90550773,45.92279042,100.8430184,0.544698966,20
2023/3/15 23:00,2359,13.23146368,56.25275848,101.3812897,0.51828774,21
2023/3/15 23:15,2705,15.03145818,38.47374576,101.1037645,0.635293386,21
2023/3/15 23:30,1598,10.8181169,47.43795665,100.9600585,0.634429547,21
2023/3/15 23:45,3064,14.96596279,48.49222143,101.3108267,0.579164947,21
2023/3/16 0:00,2946,15.16701345,50.57722082,100.5978448,0.41472975,21
2023/3/16 0:15,3202,13.17157947,45.22458141,100.6250864,0.625559013,20
2023/3/16 0:30,1636,21.78356528,74.79245345,102.0414906,0.557538131,19
2023/3/16 0:45,2866,6.667250158,59.14266043,100.6982235,0.598097151,18
2023/3/16 1:00,2895,11.74132832,42.11903833,101.1878434,0.536107681,19
2023/3/16 1:15,3323,11.64296239,38.86784511,101.2190508,0.514805526,19
2023/3/16 1:30,1885,10.04439559,44.70210339,101.9434458,0.539656523,19
2023/3/16 1:45,2009,12.17248546,33.82769497,101.9237877,0.500737348,19
2023/3/16 2:00,2695,20.49375177,47.26264374,101.2298204,0.433975788,20
2023/3/16 2:15,2268,15.86212008,34.02596857,100.5955015,0.599572328,20
2023/3/16 2:30,3043,13.53158399,48.88288163,101.077412,0.606683174,21
2023/3/16 2:45,2882,13.35604364,51.62454493,101.456492,0.550101748,21
2023/3/16 3:00,1737,10.98116502,33.44299335,101.4930237,0.445048621,20
2023/3/16 3:15,3012,17.35274204,47.35773228,101.4784035,0.459607738,20
2023/3/16 3:30,2666,14.77498562,42.55950823,102.4318208,0.492492901,21
2023/3/16 3:45,2963,8.771558286,51.6333165,102.4702226,0.438756094,21
2023/3/16 4:00,2285,14.88936237,54.18087981,101.9392886,0.524893265,21
2023/3/16 4:15,1705,14.524036,41.87180216,101.8397474,0.434957054,21
2023/3/16 4:30,1730,16.32631425,39.49169932,100.3649631,0.456656815,21
2023/3/16 4:45,3383,5.578536854,46.50971997,101.4073749,0.48373506,21
2023/3/16 5:00,2532,11.90109783,43.36524626,101.1381776,0.420196175,21
2023/3/16 5:15,2008,11.47022897,50.54012798,101.5704824,0.625005117,15
2023/3/16 5:30,2208,18.39668675,39.39224771,100.0393047,0.403016552,14
2023/3/16 5:45,1625,18.69895444,42.85868635,100.3586008,0.554595725,14
2023/3/16 6:00,1573,22.52505646,57.06714239,101.9348007,0.597422736,14
2023/3/16 6:15,2812,7.500301441,32.76746063,102.0128716,0.580466743,13
2023/3/16 6:30,2592,20.51272851,33.28925952,101.5274017,0.417887431,14
2023/3/16 6:45,1551,4.988866366,51.72133308,100.7087505,0.453851857,14
2023/3/16 7:00,3438,9.375784731,51.67162067,102.0974292,0.564034375,13
2023/3/16 7:15,2405,13.17800947,47.81272787,101.6738423,0.402067866,13
2023/3/16 7:30,1848,12.97337494,61.38996324,101.8393848,0.430453474,12
2023/3/16 7:45,1685,16.13878327,47.9448042,101.1627836,0.468078592,12
2023/3/16 8:00,2718,11.73432761,63.87258028,101.1868774,0.385299487,12
2023/3/16 8:15,2253,24.6306206,49.06206151,100.5754194,0.546177803,12
2023/3/16 8:30,2082,22.56683891,47.38784891,100.9956703,0.611166292,11
2023/3/16 8:45,3428,5.385013936,41.01024879,101.724618,0.45451311,11
2023/3/16 9:00,2784,14.18511521,78.38124133,100.8672282,0.634431378,11
2023/3/16 9:15,2807,16.10193517,39.94444003,101.3398701,0.557604811,11
2023/3/16 9:30,3471,2.608441736,46.22001476,101.2608147,0.469780167,12
2023/3/16 9:45,1937,8.472676686,53.362208,101.4257202,0.578440572,12
2023/3/16 10:00,3474,12.76343014,54.04833602,101.112627,0.264170348,12
2023/3/16 10:15,1643,25.82934809,42.54526585,101.10326,0.379412511,13
2023/3/16 10:30,1965,15.54130847,30.17982195,101.001898,0.51870091,13
2023/3/16 10:45,3480,12.2415985,50.72292698,100.3153028,0.537528275,13
2023/3/16 11:00,2174,17.05950803,53.54523899,101.2416266,0.430214297,13
2023/3/16 11:15,2635,20.429429,39.83734739,100.5403996,0.528582663,13
2023/3/16 11:30,3361,10.67102375,59.00459734,101.9574351,0.449184526,13
2023/3/16 11:45,3157,16.18075386,44.08221951,101.4330708,0.538900688,13
2023/3/16 12:00,2780,14.59098794,47.45836235,101.1917941,0.402728352,13
2023/3/16 12:15,1711,20.5027215,63.27816371,100.9514357,0.623739697,13
2023/3/16 12:30,2121,17.3765306,51.24887201,101.8967138,0.534207532,13
2023/3/16 12:45,2786,17.33741927,48.14656292,101.9280629,0.492075134,13
2023/3/16 13:00,3110,11.75331534,55.64969734,101.3253842,0.623168821,14
2023/3/16 13:15,2552,6.325573023,41.88350779,101.6558737,0.525815743,14
2023/3/16 13:30,2441,12.59445205,48.47560237,101.3309308,0.522754202,13
2023/3/16 13:45,2763,20.72740988,45.91993269,100.5243135,0.490939567,13
2023/3/16 14:00,3265,7.11114671,53.4634846,101.7694714,0.47601848,13
2023/3/16 14:15,1812,6.915014122,44.97637306,101.2136538,0.891345898,12
2023/3/16 14:30,3355,17.13889388,43.24371823,100.1898638,0.448718086,12
2023/3/16 14:45,3393,21.29675576,72.31119787,100.2117955,0.535929471,13
2023/3/16 15:00,2863,15.50263065,62.33914512,101.464406,0.522398639,12
2023/3/16 15:15,2211,10.55133687,36.97288191,101.0755466,0.520479424,12
2023/3/16 15:30,2407,16.93395081,51.85239326,101.524555,0.520308046,12
2023/3/16 15:45,2725,13.2550274,48.44474049,101.2859451,0.401216309,12
2023/3/16 16:00,1843,15.99341212,64.24268803,102.0397393,0.543081695,12
2023/3/16 16:15,2357,19.427079,57.91771097,100.6527827,0.604291684,12
2023/3/16 16:30,2297,8.956047653,60.06286084,101.6656868,0.652731629,14
2023/3/16 16:45,1664,14.23964668,48.65478465,100.6820454,0.486460337,13
2023/3/16 17:00,2221,12.67481459,57.98257884,102.0573471,0.541522407,13
2023/3/16 17:15,3075,19.01512924,53.71930278,101.2151911,0.565170651,14
2023/3/16 17:30,2796,13.74504839,29.18751113,100.6584754,0.48798074,14
2023/3/16 17:45,2350,9.862564924,41.14667452,102.2645009,0.44865506,16
2023/3/16 18:00,3149,20.02208339,45.26739935,101.9662145,0.444787894,15
2023/3/16 18:15,2791,19.34166714,44.17586376,101.6837976,0.558576819,15
2023/3/16 18:30,1867,9.861358212,63.9813262,102.0675653,0.61981617,14
2023/3/16 18:45,1904,10.15247019,60.81372727,101.1610778,0.423538277,14
2023/3/16 19:00,3206,11.51340516,38.33690924,101.074763,0.424779883,16
2023/3/16 19:15,3405,15.79836873,45.92125549,100.6705827,0.449872203,15
2023/3/16 19:30,2248,29.37220465,49.92246381,101.383668,0.473167625,14
2023/3/16 19:45,2702,10.4266284,36.04213957,101.1828763,0.545698678,14
2023/3/16 20:00,3221,10.54896663,26.58722909,101.1895839,0.544519667,14
2023/3/16 20:15,2821,5.718934742,49.62469253,101.4531785,0.36633702,14
2023/3/16 20:30,1601,10.21399306,54.16789393,101.5202317,0.814825019,14
2023/3/16 20:45,2652,-2.775129861,61.7395811,101.8034285,0.374003452,14
2023/3/16 21:00,3087,13.86647232,42.32242609,101.3579241,0.497357179,14
2023/3/16 21:15,2797,10.08859261,52.20040257,100.6622876,0.400465246,13
2023/3/16 21:30,1767,13.7959676,58.25774014,101.312797,0.467042631,14
2023/3/16 21:45,2777,13.20682869,51.01012861,101.8506471,0.48243697,14
2023/3/16 22:00,2547,16.65602118,47.48236814,101.4967394,0.476822976,14
2023/3/16 22:15,3251,9.491966436,48.00344305,101.451292,0.465829386,15
2023/3/16 22:30,3373,17.32547196,31.15081884,101.4532927,0.310684326,15
2023/3/16 22:45,3236,24.59110664,51.26599475,102.123152,0.437835391,15
2023/3/16 23:00,2047,11.16833235,33.09309573,101.1768151,0.534889603,16
2023/3/16 23:15,2328,13.70309677,45.94431667,100.9575429,0.532696133,16
2023/3/16 23:30,3088,9.961346606,54.48324938,101.5654784,0.523864456,16
2023/3/16 23:45,3405,8.996588467,61.35157076,100.260612,0.584484432,17
2023/3/17 0:00,2748,14.50549577,67.92868644,101.1672147,0.407052676,18
2023/3/17 0:15,2795,10.7234815,56.57413745,100.5389424,0.432314482,19
2023/3/17 0:30,2482,13.59255001,54.95726454,101.5892645,0.527829017,19
2023/3/17 0:45,1842,16.6793264,60.56598097,101.266817,0.678731001,19
2023/3/17 1:00,2535,18.03796863,62.17348661,101.3662868,0.506908517,20
2023/3/17 1:15,2550,22.29846219,38.53421859,101.197978,0.502640202,18
2023/3/17 1:30,3351,6.591174207,64.21268127,101.3501526,0.438745853,9
2023/3/17 1:45,2621,12.30578274,57.29892831,101.0354287,0.46719748,10
2023/3/17 2:00,3009,22.58802204,57.19300232,100.8005952,0.309135226,10
2023/3/17 2:15,1755,13.30174634,40.57602543,101.1813277,0.591385488,10
2023/3/17 2:30,2048,23.06363012,43.40016474,102.4694878,0.454013473,10
2023/3/17 2:45,3240,18.93546234,32.63636691,101.9656741,0.390077827,11
2023/3/17 3:00,2520,7.728494436,69.35249175,101.1734275,0.582398754,12
2023/3/17 3:15,2636,17.65133445,30.74741161,100.9166882,0.49943202,11
2023/3/17 3:30,1730,14.93488727,62.58085949,99.93265833,0.408595039,11
2023/3/17 3:45,2295,13.91824984,51.00981245,100.7125304,0.511374923,12
2023/3/17 4:00,2986,16.95001808,65.16032797,100.803275,0.361375263,12
2023/3/17 4:15,2963,21.93829344,37.1246829,101.6201347,0.397988722,12
2023/3/17 4:30,3290,16.69179844,55.84769546,101.3924732,0.587199827,11
2023/3/17 4:45,2459,21.73275767,42.5151265,101.1466927,0.364543787,11
2023/3/17 5:00,3139,23.42277144,61.61236316,102.1251866,0.535154079,11
2023/3/17 5:15,2877,24.94867338,36.43724156,101.7227953,0.473980584,12
2023/3/17 5:30,1548,13.90075165,76.09050062,101.6017684,0.545122873,12
2023/3/17 5:45,2838,17.41195133,45.23296376,100.7466087,0.700836442,12
2023/3/17 6:00,2205,13.31686474,45.15733007,100.871584,0.409578819,12
2023/3/17 6:15,2677,19.86484653,30.82669996,101.5503573,0.349199607,11
2023/3/17 6:30,2336,13.01355933,60.68634293,101.5852428,0.441993585,11
2023/3/17 6:45,2692,13.55098685,60.21488063,100.5468933,0.55167431,12
2023/3/17 7:00,2539,17.83712378,53.86412576,101.533633,0.434548888,12
2023/3/17 7:15,3272,20.28449433,74.46409106,101.4165151,0.44776381,12
2023/3/17 7:30,2807,11.84417989,52.65728445,102.1502788,0.509090838,11
2023/3/17 7:45,1877,7.855776385,33.92397905,101.4898297,0.572436534,11
2023/3/17 8:00,2499,10.26783466,49.24269893,100.8346846,0.609290306,11
2023/3/17 8:15,2355,21.53504882,62.39347182,102.0211406,0.584820414,11
2023/3/17 8:30,2381,13.20785129,43.5967767,100.6176819,0.744977131,11
2023/3/17 8:45,2711,19.16583297,51.97357287,101.52548,0.394483497,11
2023/3/17 9:00,1650,19.01380173,63.95631946,101.9405563,0.675666754,11
2023/3/17 9:15,3149,10.30754647,59.04968489,100.4793301,0.424452562,10
2023/3/17 9:30,2985,13.92530518,45.66801967,101.2750316,0.375668577,10
2023/3/17 9:45,3251,14.54169158,54.41208869,100.4298464,0.74069114,10
2023/3/17 10:00,3302,13.81108606,47.51191903,101.0870829,0.426977683,10
2023/3/17 10:15,1690,16.06197856,51.07345762,101.5740798,0.596826631,10
2023/3/17 10:30,1867,7.945344683,36.49293318,101.197966,0.548781251,11
2023/3/17 10:45,2919,17.06397543,50.5439822,100.5182874,0.541130149,12
2023/3/17 11:00,3346,10.30546872,57.28738867,101.1869656,0.481903505,13
2023/3/17 11:15,2426,12.34753157,61.88592248,101.6710396,0.461895394,13
2023/3/17 11:30,3067,22.88110974,40.90140625,101.5882793,0.315569194,12
2023/3/17 11:45,2953,11.10463757,54.05682695,101.2869198,0.491536122,12
2023/3/17 12:00,2373,18.73456445,26.8557253,101.5231434,0.293429139,12
2023/3/17 12:15,2077,5.214655739,39.90451903,100.7880563,0.418418797,12
2023/3/17 12:30,2508,22.80849627,51.85267192,101.6415846,0.430472105,12
2023/3/17 12:45,1688,17.48070891,67.57229399,100.8404476,0.56599104,12
2023/3/17 13:00,1775,6.343438088,33.03875835,100.6130757,0.604201092,12
2023/3/17 13:15,2818,10.55515819,56.79729823,101.3229069,0.449544833,11
2023/3/17 13:30,1881,14.47404582,48.65036898,101.3053529,0.330062126,10
2023/3/17 13:45,3080,11.51614468,54.16253914,101.2481444,0.572750186,11
2023/3/17 14:00,3053,12.12013271,51.44523005,101.5487694,0.487558008,10
2023/3/17 14:15,2052,17.77190106,51.04576297,101.3394177,0.518111815,11
2023/3/17 14:30,3195,25.0469482,67.91606026,101.4673979,0.640147894,10
2023/3/17 14:45,3301,8.694412222,55.77661211,101.8228209,0.52506388,10
2023/3/17 15:00,2472,8.863636209,62.23625015,101.1738221,0.318500545,10
2023/3/17 15:15,2551,13.93890189,34.4135045,101.2777931,0.526551648,10
2023/3/17 15:30,2880,14.68312086,54.68857281,100.5992504,0.357911897,10
2023/3/17 15:45,2687,18.84853145,50.29038495,101.3905825,0.396086866,10
2023/3/17 16:00,2605,17.83722244,53.20505397,101.0953572,0.682090695,11
2023/3/17 16:15,2580,16.62512656,35.05720933,102.0128816,0.508728797,11
2023/3/17 16:30,1818,22.89787276,31.11968069,101.7742367,0.296948564,10
2023/3/17 16:45,2335,20.60921878,51.54864032,101.613801,0.537450862,10
2023/3/17 17:00,2833,20.57192576,49.43019632,101.1224144,0.57075892,10
2023/3/17 17:15,2161,15.07808994,38.17623183,101.8824857,0.394309772,10
2023/3/17 17:30,2157,12.31719076,44.83600022,101.8229777,0.558068283,9
2023/3/17 17:45,1576,12.23435444,35.64361745,101.2753859,0.362886854,10
2023/3/17 18:00,3390,14.89805049,72.5965952,101.8145101,0.50168053,10
2023/3/17 18:15,2686,5.118914198,40.9771502,101.2781241,0.501479464,10
2023/3/17 18:30,2735,15.72901965,56.34472141,101.1433492,0.56021885,22
2023/3/17 18:45,3170,12.30357424,65.90388855,101.0356879,0.541417336,22
2023/3/17 19:00,2689,8.633850718,65.5652788,102.2121801,0.306425255,22
2023/3/17 19:15,3346,14.74249831,47.79248685,101.0340509,0.392520837,22
2023/3/17 19:30,2214,7.857833571,59.33573052,101.4469171,0.592856996,22
2023/3/17 19:45,2093,16.09445395,59.33058272,101.679252,0.486854633,22
2023/3/17 20:00,1968,-1.367557423,51.08812377,102.1906434,0.495868524,22
2023/3/17 20:15,2339,15.66109219,44.42909658,101.0220374,0.719222683,22
2023/3/17 20:30,1894,9.523033543,40.30518625,101.5522954,0.379152713,22
2023/3/17 20:45,1860,19.73503844,57.99032217,99.97417774,0.448102467,22
2023/3/17 21:00,3245,12.80262593,44.16798546,99.90491275,0.613820319,21
2023/3/17 21:15,2831,20.45797164,32.39846109,101.2546558,0.583139918,21
2023/3/17 21:30,1579,16.23615767,36.97786552,101.8941688,0.499706549,21
2023/3/17 21:45,3191,15.53900789,64.75163825,101.1678467,0.472096004,21
2023/3/17 22:00,2975,11.92265357,39.76881226,101.3842554,0.50999043,21
2023/3/17 22:15,3210,11.35784592,56.78887321,101.4301706,0.513932672,21
2023/3/17 22:30,2223,-0.206969235,72.13801864,100.7047889,0.473064328,22
2023/3/17 22:45,1609,11.848342,50.695892,101.0898865,0.619952949,21
2023/3/17 23:00,2202,13.14807972,46.17777601,101.5473754,0.522138537,20
2023/3/17 23:15,2449,14.04933045,48.50732205,101.8097325,0.272253086,20
2023/3/17 23:30,1586,5.445968826,49.10345788,101.3937214,0.400536801,20
2023/3/17 23:45,3142,8.750882473,49.13805325,101.0934883,0.629852663,20
2023/3/18 0:00,2006,18.67978145,54.99519614,101.7731559,0.512030116,28
2023/3/18 0:15,2615,10.36683923,32.06195721,101.4660682,0.501136187,28
2023/3/18 0:30,3189,16.35248138,53.0987006,101.0764523,0.550292416,28
2023/3/18 0:45,3436,15.86689485,58.53694004,102.3854123,0.529301576,28
2023/3/18 1:00,3130,17.13443518,53.6547175,100.72426,0.640205795,29
2023/3/18 1:15,2443,16.54383252,51.25634954,101.4672253,0.396013793,29
2023/3/18 1:30,1551,6.58068406,43.99004752,101.2787022,0.658996151,30
2023/3/18 1:45,3100,17.58687403,51.16999231,101.7935622,0.655695961,29
2023/3/18 2:00,2042,22.32833397,36.78752688,101.1633164,0.73067179,29
2023/3/18 2:15,2228,13.33509072,54.2987517,101.4901865,0.719675756,29
2023/3/18 2:30,2978,15.48234586,54.88989869,100.9691575,0.639842986,30
2023/3/18 2:45,2036,19.54078218,59.95270999,102.2608914,0.655913673,31
2023/3/18 3:00,3442,19.54843584,39.08182493,102.2841775,0.405031628,33
2023/3/18 3:15,1610,16.82044678,32.21444617,101.3772611,0.36332196,31
2023/3/18 3:30,2058,20.22948851,50.04879927,101.411468,0.386375395,30
2023/3/18 3:45,2034,16.70660911,53.26851164,102.2179127,0.802105645,31
2023/3/18 4:00,3007,14.1730853,53.49109734,101.586391,0.413078356,30
2023/3/18 4:15,1924,11.70427913,54.58842911,102.080334,0.462722408,30
2023/3/18 4:30,3175,10.87141945,59.32127469,102.3706717,0.397703863,28
2023/3/18 4:45,2092,17.55344734,44.39574997,101.0717856,0.489926923,28
2023/3/18 5:00,2920,14.77580696,42.87159012,102.4261818,0.395708716,29
2023/3/18 5:15,2146,24.37909946,43.16074371,100.4547133,0.420715585,28
2023/3/18 5:30,2115,16.26803789,50.65434551,102.5742491,0.542755285,23
2023/3/18 5:45,3461,19.0682594,48.17082238,100.9451078,0.570288034,34
2023/3/18 6:00,2440,13.74117756,42.28843344,101.6321571,0.719093253,35
2023/3/18 6:15,2786,10.09414719,49.46344879,101.7794289,0.505517814,35
2023/3/18 6:30,1964,12.96434437,52.89763938,101.1853964,0.47046351,36
2023/3/18 6:45,2353,17.62005757,57.27792541,102.153148,0.437312296,36
2023/3/18 7:00,2772,22.16519006,33.34021533,101.1803134,0.524019719,36
2023/3/18 7:15,3445,11.62306713,46.95541299,101.1948463,0.313485684,36
2023/3/18 7:30,2640,14.10172296,52.75888735,100.8273366,0.53791385,36
2023/3/18 7:45,3306,16.08993641,24.80145276,100.9227771,0.270847859,49
2023/3/18 8:00,1715,24.29165987,45.96123479,100.7981093,0.435720576,48
2023/3/18 8:15,1770,17.99879529,75.29845728,101.5336142,0.640848973,48
2023/3/18 8:30,1983,12.14325753,49.74992631,101.9913808,0.489227074,49
2023/3/18 8:45,3287,2.661629522,44.5035105,101.6596341,0.710057321,48
2023/3/18 9:00,1668,21.10033582,49.76021827,101.6578339,0.531876914,48
2023/3/18 9:15,2744,11.62658183,43.73820604,100.2640807,0.676078479,34
2023/3/18 9:30,1856,13.44683798,56.98168605,101.2751931,0.436972412,34
2023/3/18 9:45,2537,13.11857537,33.6479938,101.7739839,0.513634027,34
2023/3/18 10:00,1803,20.38913876,25.66722825,101.7915212,0.643989008,34
2023/3/18 10:15,3155,16.23025975,43.61673994,101.0750248,0.499260048,33
2023/3/18 10:30,2322,10.77355798,32.84074583,100.9977341,0.398090879,33
2023/3/18 10:45,3234,15.54436213,39.75367354,101.2557378,0.477557233,33
2023/3/18 11:00,3309,10.23062938,48.74450114,101.2100774,0.325901428,34
2023/3/18 11:15,1507,5.076844878,49.84610907,101.2167225,0.516023145,34
2023/3/18 11:30,1707,12.42895574,55.79162771,101.1962773,0.598079406,34
2023/3/18 11:45,2985,14.94200271,43.4296056,101.6775487,0.48108073,34
2023/3/18 12:00,3055,17.49099766,57.42913454,101.9468777,0.559978451,34
2023/3/18 12:15,3486,0.520571407,42.97509135,100.7563221,0.39353719,34
2023/3/18 12:30,3117,1.915590585,47.66935868,101.545236,0.561930744,35
2023/3/18 12:45,2736,16.91782669,31.39894224,101.1999701,0.723719625,34
2023/3/18 13:00,2439,17.96691795,67.89456821,100.8741111,0.445783265,34
2023/3/18 13:15,3256,6.58112689,42.84207109,100.6743529,0.432161963,34
2023/3/18 13:30,3000,17.35631741,31.0241844,101.6070227,0.641536619,34
2023/3/18 13:45,1621,18.08840706,69.39663112,101.7747528,0.343012922,34
2023/3/18 14:00,2886,11.46267661,52.72376915,101.6797799,0.490038764,34
2023/3/18 14:15,2561,20.00864774,43.65534407,102.0296898,0.628292555,34
2023/3/18 14:30,1986,21.86568713,42.69618847,102.0362568,0.567261075,34
2023/3/18 14:45,3229,22.13159847,54.86548014,101.5680961,0.533288623,34
2023/3/18 15:00,2473,18.96256395,50.11554248,100.8779582,0.634660496,34
2023/3/18 15:15,2517,18.4445208,37.68049371,101.0165338,0.547096165,34
2023/3/18 15:30,1730,15.63773178,43.53571941,100.9513979,0.593141767,35
2023/3/18 15:45,3319,10.85445893,59.09591514,101.4213803,0.496342592,36
2023/3/18 16:00,3455,17.94797353,49.08644612,101.7577433,0.623131393,37
2023/3/18 16:15,3260,19.21522709,42.9173903,101.0776704,0.464922156,36
2023/3/18 16:30,2615,20.96870254,38.49434101,101.8666847,0.603914304,36
2023/3/18 16:45,2162,14.15576236,51.24683434,101.4357539,0.409598131,35
2023/3/18 17:00,3416,13.56575548,43.98121474,100.4877808,0.50520961,35
2023/3/18 17:15,1783,19.48782996,66.3012198,100.7892739,0.450625078,35
2023/3/18 17:30,3055,26.82676908,49.0911972,100.9622285,0.595098546,35
2023/3/18 17:45,2049,6.689281357,48.09723921,100.7768479,0.47060994,35
2023/3/18 18:00,2530,16.45328539,60.50135332,100.3349629,0.435236888,35
2023/3/18 18:15,2614,12.68914485,50.64075303,101.2168627,0.519156842,35
